"","Year","Location","Detail","Value"
"1756",2013,"Tasman District","Homicide and related offences",5
"1757",2013,"Tasman District","Acts intended to cause injury",1582
"1758",2013,"Tasman District","Sexual assault and related offences",198
"1759",2013,"Tasman District","Dangerous or negligent acts endangering persons",38
"1760",2013,"Tasman District","Abduction, harassment and other related offences against a person",683
"1761",2013,"Tasman District","Robbery, extortion and related offences",41
"1762",2013,"Tasman District","Unlawful entry with intent/burglary, break and enter",1505
"1763",2013,"Tasman District","Theft and related offences",3880
"1764",2013,"Tasman District","Fraud, deception and related offences",204
"1765",2013,"Tasman District","Illicit drug offences",1151
"1766",2013,"Tasman District","Prohibited and regulated weapons and explosives offences",266
"1767",2013,"Tasman District","Property damage and environmental pollution",2278
"1768",2013,"Tasman District","Public order offences",2125
"1769",2013,"Tasman District","Offences against justice procedures, government security and government operations",562
"1770",2013,"Tasman District","Miscellaneous offences",116
"1771",2014,"Tasman District","Homicide and related offences",2
"1772",2014,"Tasman District","Acts intended to cause injury",1613
"1773",2014,"Tasman District","Sexual assault and related offences",155
"1774",2014,"Tasman District","Dangerous or negligent acts endangering persons",25
"1775",2014,"Tasman District","Abduction, harassment and other related offences against a person",704
"1776",2014,"Tasman District","Robbery, extortion and related offences",36
"1777",2014,"Tasman District","Unlawful entry with intent/burglary, break and enter",1653
"1778",2014,"Tasman District","Theft and related offences",3749
"1779",2014,"Tasman District","Fraud, deception and related offences",328
"1780",2014,"Tasman District","Illicit drug offences",1123
"1781",2014,"Tasman District","Prohibited and regulated weapons and explosives offences",250
"1782",2014,"Tasman District","Property damage and environmental pollution",2205
"1783",2014,"Tasman District","Public order offences",1562
"1784",2014,"Tasman District","Offences against justice procedures, government security and government operations",571
"1785",2014,"Tasman District","Miscellaneous offences",102
"1786",1998,"Canterbury District","Homicide and related offences",11
"1787",1998,"Canterbury District","Acts intended to cause injury",3084
"1788",1998,"Canterbury District","Sexual assault and related offences",271
"1789",1998,"Canterbury District","Dangerous or negligent acts endangering persons",118
"1790",1998,"Canterbury District","Abduction, harassment and other related offences against a person",1051
"1791",1998,"Canterbury District","Robbery, extortion and related offences",265
"1792",1998,"Canterbury District","Unlawful entry with intent/burglary, break and enter",8151
"1793",1998,"Canterbury District","Theft and related offences",23933
"1794",1998,"Canterbury District","Fraud, deception and related offences",4364
"1795",1998,"Canterbury District","Illicit drug offences",2604
"1796",1998,"Canterbury District","Prohibited and regulated weapons and explosives offences",751
"1797",1998,"Canterbury District","Property damage and environmental pollution",5963
"1798",1998,"Canterbury District","Public order offences",3477
"1799",1998,"Canterbury District","Offences against justice procedures, government security and government operations",1374
"1800",1998,"Canterbury District","Miscellaneous offences",207
"1801",1999,"Canterbury District","Homicide and related offences",8
"1802",1999,"Canterbury District","Acts intended to cause injury",2972
"1803",1999,"Canterbury District","Sexual assault and related offences",249
"1804",1999,"Canterbury District","Dangerous or negligent acts endangering persons",94
"1805",1999,"Canterbury District","Abduction, harassment and other related offences against a person",1095
"1806",1999,"Canterbury District","Robbery, extortion and related offences",196
"1807",1999,"Canterbury District","Unlawful entry with intent/burglary, break and enter",8250
"1808",1999,"Canterbury District","Theft and related offences",21552
"1809",1999,"Canterbury District","Fraud, deception and related offences",2629
"1810",1999,"Canterbury District","Illicit drug offences",2283
"1811",1999,"Canterbury District","Prohibited and regulated weapons and explosives offences",612
"1812",1999,"Canterbury District","Property damage and environmental pollution",7475
"1813",1999,"Canterbury District","Public order offences",3175
"1814",1999,"Canterbury District","Offences against justice procedures, government security and government operations",1409
"1815",1999,"Canterbury District","Miscellaneous offences",160
"1816",2000,"Canterbury District","Homicide and related offences",6
"1817",2000,"Canterbury District","Acts intended to cause injury",2887
"1818",2000,"Canterbury District","Sexual assault and related offences",269
"1819",2000,"Canterbury District","Dangerous or negligent acts endangering persons",92
"1820",2000,"Canterbury District","Abduction, harassment and other related offences against a person",1261
"1821",2000,"Canterbury District","Robbery, extortion and related offences",260
"1822",2000,"Canterbury District","Unlawful entry with intent/burglary, break and enter",7445
"1823",2000,"Canterbury District","Theft and related offences",20247
"1824",2000,"Canterbury District","Fraud, deception and related offences",2213
"1825",2000,"Canterbury District","Illicit drug offences",2106
"1826",2000,"Canterbury District","Prohibited and regulated weapons and explosives offences",557
"1827",2000,"Canterbury District","Property damage and environmental pollution",6890
"1828",2000,"Canterbury District","Public order offences",3112
"1829",2000,"Canterbury District","Offences against justice procedures, government security and government operations",1509
"1830",2000,"Canterbury District","Miscellaneous offences",147
"1831",2001,"Canterbury District","Homicide and related offences",5
"1832",2001,"Canterbury District","Acts intended to cause injury",2893
